Sample Name,DB,DOHH2,FARAGE,HBL1,KARPAS422,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,RIVA,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,WSU_DLCL2
CCL7,0.920379294,1.867589412,1.826305668,1.683013031,1.293022123,0.823533749,1.461238411,0.83334076,2.05711673,0.057469825,0.94247561,0.971132651,2.227677174,0.337026208,1.542963569,0.40329357,0.578793455,1.95088046,0.777504397,1.876248166,1.798853826
CCL8,1.233575197,2.047109974,2.172402605,1.878409445,1.670577121,1.111598768,1.439988111,0.657249501,2.286170829,0.60153787,1.223534525,1.1553418,2.395083051,0.4953887,1.686909215,0.72987767,0.663614968,2.202375828,1.164786337,2.097119875,1.858083433
CCNA1,0.373836631,1.247964569,1.262304741,1.576679538,1.091857972,0.167116095,0.996148244,0.61946094,1.580403455,-0.176613381,1.498235582,0.48989483,1.669049065,-0.060913801,0.991208696,0.497563487,0.543321137,1.495199614,0.591428917,1.280417206,1.625727046
CCNA2,2.742011905,2.578205999,2.645603544,2.526855883,2.917580895,2.677571735,2.396502189,2.554991107,3.015511744,2.431759813,2.571495574,2.736463748,2.969693421,2.779192294,2.199717233,2.734567454,2.93981726,2.581230091,2.834582377,2.728653744,2.386549419
CCNB1,3.128001423,2.684906919,3.058993103,2.698207614,3.101249569,2.986133294,2.752647176,2.738311627,3.151209405,2.493632472,2.62513777,3.111278859,3.095723915,2.955241711,2.455288197,2.847527683,3.328575225,2.860297884,2.725190559,3.010923503,2.783000797
CCNB2,1.065801734,1.266020982,1.293851538,1.080953039,1.402872188,1.356512821,1.21298447,1.475695346,1.673627779,1.190476184,1.36783395,1.412694406,1.630559086,0.964392064,1.359960315,0.871551364,1.307385926,1.645432374,1.406666781,1.524239889,1.116421108
CCNB3,-0.245952127,NaN,0.629430803,0.676382452,0.428426293,0.438182868,NaN,-0.245840486,1.150749033,1.12130338,0.709088947,1.079365694,-0.433898903,1.421959783,NaN,0.264990872,0.752036871,-0.140786498,0.706148488,1.153642127,-0.541590288
CCNC,2.21318896,2.277463204,2.239087976,2.356229484,2.277055202,2.021624558,2.295573372,1.775348813,2.156955679,1.789863585,1.120190402,2.014012648,2.343165251,2.211159987,1.788822426,2.24745056,2.370084968,1.631901857,1.415842358,2.184536734,2.407311473
CCND1,0.992929961,1.144345179,2.494325613,1.17873953,1.006574127,0.634477513,1.036893211,0.862498989,1.436715283,1.508488278,1.257903427,0.928098019,1.629622096,0.765161002,1.451730688,0.060870889,0.670563828,1.314058362,1.026146323,2.076956411,1.582261353
CCND2,0.958167855,2.96808485,1.645726591,3.339454876,1.643080947,1.091395382,1.53715427,1.533515466,2.12951038,1.398244328,1.731866162,0.987219471,2.06989178,0.687274226,1.70196053,1.810091722,0.684136636,2.701666717,1.731746906,1.7482781,1.685009617
CCND3,2.259197851,2.088058822,2.831389913,2.695232255,2.52009325,2.434131293,2.408512384,3.140271872,2.936186727,2.73079798,3.055705188,2.149131702,2.784899095,2.404320294,2.946355044,2.580523905,3.230508433,2.928650333,3.066085556,2.539036306,2.614807409
CCNE1,2.370523386,1.513805465,1.79692189,1.838900904,2.124595392,2.277930189,1.80076801,1.588792121,1.736038814,2.168900377,1.202600618,2.789868828,1.870376147,2.216466174,1.922539412,1.838055967,1.969867005,2.377891916,1.327176319,2.175881715,1.681126183
CCNE2,2.405164289,2.240943012,2.097517374,2.076100536,2.676925021,2.823086451,1.993649214,1.997197563,2.480732112,2.361205714,2.274573492,2.917288191,2.485832755,1.987528003,2.198034572,2.235415238,2.946368606,2.224701487,2.577679727,2.593910656,2.323513686
CCNF,1.931584372,1.956257165,1.884703308,1.967842383,1.668797223,1.880886558,1.813962781,1.718733395,2.163714011,1.522356624,1.669779213,2.058096554,2.130767161,1.706983815,1.664460059,1.983423356,2.227631606,2.096317194,2.088937153,2.102535608,1.838620953
CCNG1,3.123418366,3.503464632,3.4168496,3.15579902,3.124782682,2.976271627,3.203261461,3.250881647,3.022507661,3.057940056,3.469583923,3.196710114,3.089066692,3.255685501,2.979209935,3.36751033,3.226349004,2.930589151,2.827895872,3.122243784,3.224264459
CCNG2,2.461759952,2.169110969,2.221149961,1.4096003,1.79684601,2.480420758,2.332706394,2.157566038,2.385243309,2.15784037,2.102664151,2.385790722,2.383170413,1.968469977,2.023625974,2.427729479,2.083144363,1.975239806,2.246880067,2.184536734,2.401904228
CCNH,0.716259312,1.285240688,0.90413186,1.243680337,0.900346354,0.829873927,0.715968387,0.544209988,1.352394397,-0.322741416,0.373296845,0.731156621,1.668191622,0.582538876,1.267095656,0.547537462,0.484007136,1.059927236,0.97914976,1.127083098,1.198772401
CCNO,-0.245952127,0.754137621,0.79692189,0.90486178,1.440660749,0.70702818,0.533037703,1.582389629,1.025810297,0.057469825,0.896175591,0.771901589,0.833272825,0.018267445,0.974609434,-0.33706912,0.670563828,0.704311542,1.236714062,0.973854722,0.748444323
CCNT1,2.408865913,2.626722319,2.536810545,2.347294036,2.503842894,2.285270553,2.35787608,2.526481221,2.553531309,2.580022728,1.958287305,2.601924988,2.420407138,2.609517608,2.169466016,2.624984366,2.414297514,2.376244363,2.124094431,2.608745188,2.356036803
CCR1,0.609365078,2.14900115,1.59210648,1.677494602,1.429974581,1.118129635,1.564926848,1.294071599,2.051364401,0.25704218,1.382251688,0.848916773,2.304881655,1.663362069,1.722595979,0.428847674,0.746284542,1.720299648,1.185847166,1.76570725,1.862387675
CCR10,0.878986609,1.559118437,1.362769709,1.335737847,0.915766713,0.803938193,1.052803213,1.27703826,1.569251201,0.847520299,1.107028956,1.442756434,1.565014001,1.34220672,1.726607966,0.670109465,0.634651272,1.675454802,0.770873818,1.555976384,0.949771405
CCR2,0.724084649,2.071463405,1.755963282,1.676382452,1.867758987,1.248703411,1.67620126,0.96723434,2.406752059,0.668484659,2.083696312,1.186376034,2.270466133,0.38624423,1.940598702,0.771270355,0.595499148,1.956123515,1.533148306,1.916816221,1.809626057
CCR3,0.856710214,2.025774259,2.00482542,1.768364883,1.409403056,0.986660031,1.560095936,0.708402024,2.235920643,-0.021711421,1.725479364,0.820888049,2.318149544,0.601844031,1.333631376,-0.001277018,0.552464516,1.932014652,0.855587552,2.005004138,1.868342835
CCR4,0.894974715,2.087466333,1.732429156,1.832729653,1.693075491,1.080929948,1.630774157,0.839331124,2.319541054,0.546490303,2.577868983,0.998905229,2.384656876,0.401484197,1.901032065,0.697692987,0.848946884,1.919911343,1.412805321,1.995044021,1.936254188
CCR5,0.814745713,2.115865457,1.804669668,1.866354783,1.697271605,1.226553283,1.564926848,0.588792121,2.321543953,0.621741256,1.579672908,1.15801439,2.279801596,0.2178398,1.695573732,0.486839621,0.663614968,1.897634948,1.449322155,1.833808567,1.892978616
CCR6,1.065801734,1.60647407,1.740416406,1.370875154,1.505014728,1.248703411,1.828866505,0.657249501,2.294756831,0.376228588,1.260257332,0.694014813,2.09980962,1.010968206,1.198708419,1.435007983,1.422673277,1.779597744,1.153860114,1.533546555,1.733721066
CCR7,0.878986609,2.441194209,2.943731853,2.929732885,1.22181751,1.118129635,2.843326315,2.297192291,1.841750108,2.034430841,2.619836457,2.538558552,1.724463589,0.852900051,3.113875023,0.985150175,0.920441302,2.614897836,2.58347869,2.12590774,1.456232792
CCR8,0.801971425,2.048733506,2.149875802,1.871359055,1.717664764,1.186924489,1.479162323,0.68357844,2.282785443,0.300507874,1.59839065,1.035731897,2.359367498,0.745266173,1.831628473,0.66293088,0.561419359,2.059585137,1.445098837,2.078709368,1.954647257
CCR9,0.519964667,2.509788324,1.707546295,1.549210834,1.074689947,0.783416526,1.542245705,0.61946094,1.905815039,0.300507874,1.561287328,0.670102656,2.132833126,0.28150888,1.412401164,0.140052135,0.649374529,1.87152335,0.728812473,1.406042575,1.650140105
CCRL2,0.180016605,1.662780307,1.215223181,1.665101441,0.900346354,0.70702818,1.394088252,0.895086356,1.902331375,0.092231932,1.180606325,0.617924644,2.005038798,0.551870056,1.31342799,0.088899613,0.415291323,1.616039715,1.59744695,1.493379825,1.537590958
CCS,2.54888433,2.309552175,2.46231524,2.449681199,2.307194217,2.670361867,2.495587422,2.262913617,2.216566318,2.85571752,2.498371278,2.453277847,2.153812062,2.330197813,2.862781631,2.561198862,2.072073777,2.692520018,3.041498912,2.167763825,2.83260797
CCT2,2.982319875,2.710927319,2.968121607,3.010010548,3.136604299,3.113142373,2.938319,3.120551338,3.088259327,3.284198582,3.136724839,2.953489232,3.005078313,3.032647957,2.653021381,2.820538734,3.078507485,2.754083159,3.556630618,2.858679122,2.810495709
CCT3,2.951006612,2.528869212,2.88746209,2.824415291,3.074724969,2.56759652,2.881991251,2.795420575,2.795694645,2.941793079,2.123097553,2.717487745,2.559427086,2.754730348,2.554244579,2.993784138,3.192531669,2.771966806,2.47489227,2.803900245,2.894572359
CCT4,3.17691118,3.011321917,3.284795256,3.187167983,3.494552466,3.146543057,3.310136411,3.1807792,3.158154091,3.14076337,3.319953764,3.117319213,3.179810814,3.318246626,3.218162851,3.168600796,3.109068506,3.348556647,3.001911879,3.396090902,3.081452146
CCT5,2.961323096,2.512247656,2.453594936,2.648086388,3.15129516,3.01361815,2.935135248,2.97886519,3.039753463,3.053689535,3.387239481,2.683178482,2.970421564,2.677946001,2.602799253,2.595489196,3.18407737,2.812126969,3.269968469,2.607064129,2.464447667
CCT6A,3.314791174,3.133603109,3.170054664,2.875321365,3.263935682,3.112387677,3.161256289,2.83568684,2.974707123,3.070588056,2.542701843,3.228675389,3.070129964,2.816918091,2.896599765,3.095445874,3.234910455,2.963657933,2.696185909,3.121610297,3.213979692
CCT6B,2.251668522,2.016099837,1.741404562,1.609064311,2.0194909,1.970117737,2.093058257,1.479798947,2.243161287,2.553129774,1.763937615,1.810337867,2.143592896,1.672283464,2.129906028,1.687553355,1.28952457,2.179099965,1.443681888,1.986475665,1.854609059
CCT7,3.077609336,2.801927699,3.152296774,3.122305842,3.405757877,3.141597084,3.087382623,3.065842753,3.084174963,3.217888331,3.203109678,2.908101391,3.275625452,3.137275756,3.131638169,2.979530182,3.189015095,3.205786503,3.249440313,3.156064463,3.074517469
CD14,0.467258316,1.058349275,0.79692189,0.977412447,0.260021862,0.731387526,0.453856457,0.588792121,1.043012327,-0.720681425,0.733448293,0.75200676,1.071251075,0.143206182,0.088118709,-0.27012233,0.302587043,0.831184779,0.213232966,1.322309368,0.976923652
CD160,1.036594463,1.547969075,1.594881534,1.252635179,1.649654178,1.080929948,1.45261384,0.884493283,2.129164742,0.358499821,1.329545338,1.035731897,2.063376383,0.470565116,1.673579438,0.880414825,0.578793455,1.817060136,1.468505471,2.178670132,1.593542363
CD163,0.997085921,2.208085178,1.846914747,1.634321107,1.78198534,1.224020947,1.665663269,0.90028755,2.399019609,0.875915671,1.849814494,1.136158484,2.295063276,0.143206182,1.803286066,1.213159233,0.561419359,2.015686933,1.730282168,1.974966873,1.757262788
CD19,1.579040995,2.385969193,2.543088854,2.396011157,2.378338812,2.271375529,2.43314462,2.880453305,2.375744858,2.420768348,2.618706685,2.479090303,2.166256881,0.765161002,2.05379068,2.48662242,2.40219096,2.120476371,2.758058641,1.979387211,2.587938485
CD2,0.373836631,1.548994565,1.089177961,1.599865597,0.905547548,0.723418596,1.363106753,0.578068255,1.576717766,0.358499821,1.302715771,0.558610643,2.111098776,-0.060913801,1.384783899,0.163533231,0.389737219,1.336334757,1.263311831,1.449116041,1.992435818
CD209,1.651674964,2.106320139,2.347394847,2.132982039,2.200852788,1.609072933,1.977602924,1.432374297,2.639876205,0.995321919,2.05716904,1.581310533,2.647178237,1.244437568,2.218774058,1.514189229,1.191369565,2.268935341,1.796809552,2.326531881,2.379836053
CD22,2.63761468,2.85869502,3.738890234,2.793143413,3.004150075,3.439576576,2.350540114,2.674543756,3.106414922,3.07230526,1.220972308,3.215222969,3.376148698,3.410143093,3.51033088,3.803904812,3.340544463,3.318115624,2.303726154,3.406001407,3.9472353
CD24,3.096273102,2.340095729,2.215554577,2.132592712,3.307747498,3.381023259,3.044188669,2.518709233,3.062390805,2.925771316,1.842505018,2.866002308,2.671951771,2.032157505,2.271673242,1.882166014,2.713520413,2.364363481,3.575757327,2.455591265,2.307214413
CD27,2.899555044,3.095310198,3.061550848,2.190487273,2.670310601,3.261330928,3.136285209,1.458881847,2.530686013,2.518117138,0.778415439,2.586009978,3.011082209,2.423243623,3.021302188,3.475677169,2.93376766,2.863481123,0.713835317,2.835343178,3.546723027
CD274,1.185411637,2.14900115,1.96305586,1.742373698,1.818224999,1.234062885,1.575369404,0.862498989,2.212589755,0.621741256,3.091556269,1.224580387,2.201836099,0.457600139,2.132658469,0.684120179,0.820613286,2.149804545,1.646380283,1.74167632,1.447414327
CD276,0.532199123,1.336602056,0.897292435,1.352489573,0.759419512,0.496174815,1.121976017,0.206457185,1.644016924,0.25704218,1.319421465,1.72829941,1.810378217,-0.215815761,1.170904079,-0.160977861,0.524435793,1.479869982,0.549025068,1.479700128,1.350504314
CD28,0.839219482,1.53757876,1.411819106,1.192527814,1.597218313,0.829873927,1.472081278,1.22398153,2.15107792,0.53459108,1.913730605,0.93259852,1.999470843,0.964392064,1.818900984,1.156621237,0.825465788,1.836937108,1.403564664,1.70707257,1.178569015
CD33,1.377297163,2.346347045,1.926611782,1.850986399,2.341861675,1.356512821,1.638142195,1.300290719,2.390957792,1.023611558,2.163347319,1.478581165,2.275371058,1.527917925,2.038970167,1.021500197,0.627098135,2.272093861,1.624478442,2.134069219,1.919307554
CD34,-1.024103378,-0.476311301,NaN,NaN,-0.717701743,-0.707945168,NaN,1.824812965,NaN,-0.720681425,0.60586946,-0.099930705,-0.433898903,NaN,NaN,NaN,-0.225686734,NaN,NaN,0.403979414,NaN
CD38,1.988733847,3.551099471,2.45721805,2.362238977,1.437634295,2.125520692,0.996148244,2.383059079,3.007441315,2.93166163,1.335508285,2.529138938,1.432388436,1.621231275,0.951441569,3.129056751,3.007817026,1.176231603,3.337700962,2.621463358,2.585838489
CD3D,0.980217996,1.524773081,1.823046407,1.614234545,1.693917963,0.899509855,1.579105294,0.467369958,2.241028468,0.208737501,1.341390467,0.525610383,2.164618032,0.337026208,1.619597626,-0.073827685,0.47328327,1.855944018,1.061764182,2.191001088,1.65569027
CD4,0.298115917,1.209430438,0.995578977,1.246685847,0.862081854,0.246297341,1.719348128,0.423166295,1.741138221,0.124416615,-0.404854405,0.569076076,1.586255128,0.401484197,1.105152048,0.428847674,0.333621277,1.437566144,1.414326494,1.26928084,1.271323068
CD40,3.453394102,3.430293071,3.510362028,3.354363554,2.135083126,2.989414967,2.882916267,2.775555571,3.006708483,2.662685058,3.624265469,3.037177138,3.209775799,3.063655628,3.696345125,3.563225165,2.990116004,3.468033601,3.059295034,3.224712427,3.624706586
CD40LG,0.775237172,1.753498482,2.054600465,1.518287136,1.837997152,1.024448592,1.100120111,0.423166295,2.048042821,0.092231932,1.188985256,1.205898174,2.521187248,0.601844031,2.082875653,0.246507466,0.333621277,2.068393284,1.552353012,1.63806262,1.550076669
CD44,1.960423936,3.358252449,2.607691901,3.866663856,1.611696137,1.248703411,1.76892671,3.816484481,2.1662612,1.928166283,3.337104341,2.783541454,2.333256963,1.164395481,3.729066985,1.091605506,1.602812044,3.632249886,3.273615986,2.936673142,2.083722163
CD47,2.601209073,2.942611151,2.055080083,2.125920185,2.195051561,2.723579416,2.924224941,2.856993254,2.525441847,2.874649425,2.107028956,2.676447584,2.221239531,2.289915473,2.173409287,2.137147144,2.424256295,2.467873227,2.154413003,2.008616828,2.018914127
CD5,0.180016605,1.247964569,0.936800976,1.222038412,0.39624161,0.453422834,1.188542014,0.27703826,1.366634836,0.409652343,1.408058952,1.453682658,1.608479695,-0.157823814,1.092440082,-1.11522037,0.126495784,1.762303489,1.011038905,1.111143897,1.447414327
CD52,3.309726633,1.543842731,3.351338359,3.52848692,3.191961242,3.229773276,3.394685886,3.346058501,3.225742683,2.926554799,1.644363618,3.436782014,2.977762883,2.394996439,2.678179939,3.423001362,3.191120138,2.401260484,1.329028323,3.031296493,3.575830167
CD55,2.934938015,3.157131904,3.235812168,3.144767657,2.872638436,2.306785327,2.594184891,2.831345668,2.725218761,2.511552096,2.540737262,2.625072931,2.617157098,2.170555789,2.406599434,2.328668177,1.981476196,2.408216764,3.058744423,3.098584613,2.571851666
CD59,0.915415875,1.477931209,1.543556089,1.024837097,1.145621117,1.118129635,1.621595642,0.578068255,2.168161835,0.425446611,1.294115599,0.826640378,1.952153946,0.053029551,1.475508535,0.497563487,0.362584973,1.983473123,1.061764182,1.61067682,1.361499699
CD63,3.080315443,3.08470059,2.99585376,3.182609869,3.19481258,3.004072833,3.042880023,2.90542719,2.702457727,3.044539941,3.175471721,3.017266913,2.863259523,3.620634953,3.156341688,3.128660632,2.996151158,3.234236631,3.412363182,2.808487329,3.088125044
CD68,2.038102431,2.160677801,2.274332578,1.894877559,2.252645133,1.876386056,2.070256944,2.807430081,2.193634654,2.187535428,1.525839983,2.232507755,2.292624555,2.766326199,2.407016423,2.266075253,1.849860227,2.323665789,1.524986827,2.281515297,2.439775221
CD70,2.239295954,3.162801495,2.94663354,3.178213856,1.387808442,3.163277389,0.563000927,2.215557985,2.45029595,2.159560351,0.838183644,1.973991205,2.382508126,1.80062061,3.000659591,2.320305482,2.509013108,2.759648911,2.874940508,2.644171952,2.692926995
CD74,3.740438873,4.497828342,3.960935507,4.389336338,4.275085869,3.649436935,4.363172504,4.395808761,4.127952837,4.330799107,4.344197474,3.927119755,4.185155276,4.203682098,3.801693246,4.521621437,4.308063088,4.076598732,4.130901823,4.194294744,4.792557741
CD79A,2.937127819,2.756557804,2.874217104,3.503585982,2.875418108,2.853096556,2.372336142,2.31486301,2.834246351,2.439186422,2.055667588,2.836918012,2.582716644,2.935247492,2.852817772,2.754363338,2.686069947,3.012227613,2.180416798,2.896673301,3.057692213
CD80,1.458770206,2.264643205,2.296334016,1.399185065,1.622742372,1.051722677,1.627458916,1.310462015,2.145785614,1.448110595,2.658009497,1.778335699,1.974764971,0.868505125,2.212948858,1.21721809,2.149061612,2.417021358,1.807379875,1.829948146,1.247284827
CD83,1.357913665,2.634110046,3.15156806,3.048633356,1.707995471,2.31551307,3.042400264,2.402356838,2.438075642,2.638489781,3.346540188,2.6990267,2.591714137,2.781258428,3.074979979,2.729815624,2.866946201,2.950352656,2.2799729,2.862365425,2.831321715
CD86,2.633239359,2.14199834,2.555531033,2.345866217,2.092866786,2.363936839,2.597584824,1.896653265,2.414169892,0.951416433,2.216321877,2.252466227,2.664312043,2.421959783,2.724706892,2.660535668,2.602166972,2.705163784,1.593444208,2.560903367,2.570008237
CD8A,0.638654454,1.529083731,1.537284579,1.677494602,1.216796708,0.8660861,1.528881744,0.567072871,1.99396293,1.354865536,1.459953224,2.108391192,1.974764971,1.112272467,1.345797283,-1.11522037,0.376373257,1.681218036,0.435081716,1.763905196,1.548314823
CDC14A,2.249823402,2.347977282,2.157515304,2.420173534,2.253342049,1.258196565,1.85917842,2.2466871,2.438754228,1.760761203,2.004656047,2.079046243,2.4259896,2.044596384,1.453606693,1.363346126,1.61394841,2.00261868,2.036779644,2.189648145,2.139198323
CDC14B,1.623279592,2.184079798,2.167619983,2.01473677,2.152994715,1.82544554,2.052803213,1.636873742,2.630494432,1.624692306,2.211358457,1.822044627,2.586565968,1.550809507,2.329166859,1.457651232,1.209679772,2.254976592,2.100349927,2.416012762,2.422433504
CDC16,2.804620949,2.855874589,2.643630035,2.827335592,2.59299157,2.995990723,2.974845016,2.905784697,2.443139374,2.708101086,2.879745502,2.926239248,2.659084764,2.34800422,2.873875509,2.800548696,2.619721406,2.767027796,2.978487473,2.958208906,2.783411964
CDC20,2.981248759,2.439352303,2.85030769,2.455090133,3.214061146,2.920341563,2.587486595,2.455871377,3.041956933,2.3872066,2.506436403,2.713650284,2.916494502,2.770508016,2.185376018,2.807453198,3.008387424,2.866694564,2.619489201,3.011995772,2.482279213
CDC25A,2.065448505,2.391303481,2.114567433,2.261698537,2.454463171,2.424314522,2.225968512,2.421301033,2.675400814,2.095559875,2.880421534,2.266596014,2.661706268,2.20508257,2.18189049,1.944343048,2.486225893,2.194671403,2.754118338,2.241327313,1.968283997
CDC25B,2.679359964,1.977389173,2.466424724,2.262565681,2.126464668,2.48336609,1.829911739,2.491219568,2.628637303,3.234476962,2.232385083,3.070037469,2.449336544,2.85136141,2.19192243,2.542695567,2.619798896,2.333247558,3.329397779,2.538126153,2.237645343
